Name,Website,CareersPage
"STEINERT Mining","steinertglobal.com","https://jobapplication.hrworks.de/de?companyId=nbc0052&id=514978"
"Grove","manitowoc.com","https://www.manitowoc.com/careers"
"viastore GROUP","viastore.com","https://www.viastore.com/career/pt-br/vagas"
"BOGE Compressed Air Systems GmbH & Co. KG","boge.com",""
"AUMUND GROUP","aumund.com","https://aumund.com/de/karriere/"
"Heye International GmbH","heye-international.com","https://www.heye-international.com/jobs-career"
"Wiha Tools","wiha.com","https://wiha.com/de/de/unternehmen/karriere/stellenangebote/"
"KAUP GmbH & Co. KG","kaup.de",""
"STADLER Anlagenbau GmbH","w-stadler.de","https://w-stadler.de/karriere/stellenangebote"
"LEWA","lewa.com","https://www.lewa-karriere.de/bewerberinformation/"
"Nagel Gruppe | Werkzeugmaschinen & Werkzeuge","nagel-gruppe.de","https://www.nagel-gruppe.de/karriere"
"HF TireTech Group","hf-tiretechgroup.com","https://hf-tiretechgroup.com/en/aktuelles/jobs/"
"R.WEISS Packaging GmbH & Co. KG","r-weiss.de",""
"ERIKS Sealing & Polymer","eriks.de","https://eriks.de/de/ueber-eriks/karriere/"
"SCHNEEBERGER Deutschland","schneeberger.com","https://www.schneeberger.com/de/ch/karriere/stellenangebote/"
"NAF Neunkirchener Achsenfabrik AG","nafaxles.com",""
"DAT Deutsche Aufzugstechnik GmbH","deutsche-aufzugstechnik.de","https://otis.wd5.myworkdayjobs.com/de-DE/dat-karriere"
"Beck & Pollitzer Germany GmbH","beck-pollitzer.com","https://beck-pollitzer.com/careers/"
"Cantec GmbH & Co. KG","soudronic.com","https://soudronic.com/career/"
"Norton Clipper DACH","nortonabrasives.com",""
"Renold GmbH","renold.de",""
"Dantherm Group Deutschland","danthermgroup.com",""
"MHC Gruppe","mhc-gruppe.de","https://www.mhc-gruppe.de/karriere-pool/bewerben.html?category=senior"
"Eisenwerk Hasenclever & Sohn GmbH","hasenclever.com","https://dihag-hasenclever.de/karriere/stellenangebote/"
"The Postpress Alliance","postpressalliance.com",""
"Hennig Europe","hennig-gmbh.de",""
"Hänel Büro- und Lagersysteme","haenel.de","https://www.haenel.de/de/jobs/stellenangebote-deutschland/"
"DIJET Europe GmbH","dijet.de",""
"Hobart Italia","hobart.it",""
"Mulco-Europe EWIV","mulco.net",""
"Herrenknecht China","herrenknecht.com","https://www.herrenknecht.com/de/karriere/facharbeiter/"
"LTI-Metalltechnik GmbH","lti-metalltechnik.de","https://www.lti-metalltechnik.de/karriere"
"VON ARDENNE Mobility","vonardenne.com","https://vonardenne.com/career/"
"MINGZHI TECHNOLOGY LEIPZIG","mingzhi-tech.eu",""
"Mersen DACH","mersen.de","https://jobs.mersen.com/?locale=de_DE"
"KÖBO GmbH & Co. KG","koebo.com",""
"LM Group","lm-group.com","https://www.lm-group.com/karriere/stellenangebote"
"Ishida Germany","ishidaeurope.com","https://www.ishidaeurope.com/en/careers/"
"Bader Gruppe","badergruppe.com","https://badergruppe.com/karriere/offene-stellen/"
"Kashiyama Europe GmbH","kashiyama.com","https://recruit.kashiyama.com/contact/index.php"
"Hydraulik Nord Group","hn-group.de","https://www.hn-group.de/unternehmen/karriere-und-jobs/"
"MOBA Construction Solutions GmbH","moba-automation.de","https://moba-automation.de/karriere/"
"AL-KO Airtech | UK","alko-airtech.com","https://alko-airtech.com/karriere/jobboerse/"
"Hobart Polska","hobart.pl",""
"Türk+Hillinger GmbH","tuerk-hillinger.de","https://tuerk-hillinger.com/us/"
"C-Gate IoT Platform","cloos.de","https://www.cloos.de/de-de/unternehmen/karriere/stellenangebote/"
"RUD Conveyor & Drive Systems","rud.com","https://www.rud.com/karriere/offene-stellen-bei-rud.html"
"EMCO Magdeburg GmbH","emco-magdeburg.de","https://www.emco-world.com/de/karriere.html"
"Heckmann Maschinenbau und Verfahrenstechnik","heckmann-mt.de","https://www.heckmann-karriere.de/#standorte"
"Kiesel Used GmbH","kiesel-used.com",""
"Glüpker Blechtechnologie GmbH","gluepker-blechtechnologie.de","https://gluepker-blechtechnologie.de/karriere/"
"manroland web systems GmbH","manroland-web.com","https://www.manrolandgoss.com/de/jobs-uebersicht.html"
"Wilk-Graphite","wilk-graphite.com",""
"Ermak Deutschland Gmbh","ermakdeutschland.de",""
"SCHÖLLY VISUAL INSPECTION","schoelly.de","https://www.schoelly.de/karriere/offene-stellen"
"Bürener Maschinenfabrik GmbH","bmf.de","https://www.ausbildung.de/unternehmen/buerener-maschinenfabrik-gmbh/stellen/"
"Welch","welchvacuum.com","https://careers.irco.com/?locale=en_US"
"Service@Schenck","schenck-rotec.de","https://schenck-rotec.de/karriere/stellenangebote-ausbildung-studium.html"
"Computed Tomography by WENZEL","wenzel-group.com","https://www.wenzel-group.com/karriere#offene-stellen"
"Lehui Maschinenbau GmbH","lehui.de",""
"Kuhn Industrie Holding","ki-holding.de","https://www.ki-holding.com/#jobs"
"MORA Metrology GmbH","mora-metrology.de","https://www.mora-metrology.de/de/jobsarchiv"
"Spraying Systems Manufacturing Europe GmbH","spray.com","https://www.spray.com/blog"
"Olbrich","olbrich.de",""
"Hobart Česká republika & Slovensko","hobart.cz",""
"JVM - Drives in Motion","j-vm.com","https://www.joest.com/unternehmen/karriere/#kontaktform"
"Loccioni Deutschland GmbH","loccioni.com",""
"Syney Technologie (Deutschland) GmbH","syney.de",""
"Autarke Energieversorgung DTV GmbH","autarke-energie.de","https://about.instagram.com/about-us/careers"
"Haarmann-gruppe","haarmann-gruppe.de","https://haertha.de/stellenausschreibung/"
"MinebeaMitsumi Technology Center Europe GmbH","minebeamitsumi.eu","https://www.minebeamitsumi-jobs.eu/de/stellenangebote?page=1"
"seal-Link.com","seal-link.com",""
"PREH IMA Automation GmbH","preh-ima.com",""
"Firmengruppe SIMON - Ausbildung & Karriere","simon.de","https://simon.career.softgarden.de/"
"Bittner Group","bittner-group.de",""
"Tiskens","tiskens.de","https://karriere.tiskens.de/fachkraefte"
"Dipl.-Ing. Norbert Pethan · Ingenieurbüro | Architektur","pethan-ingenieure.de",""
"Beutlhauser Akademie","beutlhauser-frank.de",""
"männer Group","maenner-group.com",""
"FOERSTER | Component Testing","foerstergroup.de","https://www.foerstergroup.de/de/deu/unternehmen/aktuelle-stellenangebote/"
"Kraft Group","kraft-group.com","https://www.kraft-group.com/karriere/"
"IST METZ GmbH & Co. KG","ist-uv.com",""
"Dr. Hönle AG UV Technology","hoenle.com",""
"Maschinenfabrik Herkules","herkules-machinetools.com","https://www.herkulesgroup.com/career/career-at-the-herkulesgroup/"
"Eirich Official","eirich.com","https://www.instagram.com/eirich_karriere/"
"Gehring Technologies GmbH","gehring-group.com","https://gehring-group.com/karriere/stellenangebote/"
"KESSLER Group","kessler-group.biz","https://kessler-group.biz/de/karriere/stellenangebote/"
"Komatsu Germany GmbH - Construction Division","komatsu.eu","https://www.komatsu.eu/de/company/komatsu-europe-international/career"
"Menerga","menerga.com",""
"WIKUS Sägenfabrik GmbH & Co. KG","wikus.de","https://www.wikus.de/de/unternehmen/karriere-bei-wikus/stellenangebote"
"Benninghoven,a Wirtgen Group Company","benninghoven.com",""
"RÄDER-VOGEL Räder- und Rollenfabrik GmbH & Co. KG","raedervogel.de","https://jobs.raedervogel.de/stellenangebote.html"
"TKM GmbH","tkmgroup.com",""
"Neuenhauser Maschinenbau GmbH","werde-neuenhauser.de","https://www.werde-neuenhauser.de/offene-stellen"
"Nabertherm","nabertherm.com",""
"Putzmeister Deutschland","putzmeister.com","https://putzmeister.com/web/european-union/your-career"
"Leifeld Metal Spinning","leifeldms.com","https://leifeldms.com/de/karriere/stellenangebote.html"
"M.A.i - innovative automation","m-a-i.de",""
"WIESHEU GmbH","wiesheu.de",""
"Meurer Verpackungssysteme GmbH","itwmeurer.com","https://itwmeurer.com/karriere/arbeiten-bei-meurer/#Aktuelle%20Stellenangebote"
"TENTE Deutschland","tente.com","https://jobs.tente.com/l/en/"
"Böcker Maschinenwerke GmbH","boecker.de","https://boecker.de/de/karriere/jobs"
"WP BAKERYGROUP","linkedin.com","https://www.linkedin.com/jobs/search?trk=guest_homepage-basic_guest_nav_menu_jobs&position=1&pageNum=0"
"Reitz Group","reitzgroup.com","https://www.reitzgroup.com/karriere/stellenangebote/"
"Franz Morat Group","franz-morat.com","https://franz-morat.com/de/karriere/stellenangebote"
"Sielaff GmbH & Co. KG Automatenbau Herrieden","sielaff.de","https://jobs.sielaff.de/de"
"Motorenfabrik Hatz","hatz-diesel.com","https://www.hatz.com/de-global/karriere/arbeiten-bei-hatz"
"SAR Elektronic GmbH","sar.biz","https://sar.biz/stellenangebote/"
"Riedel Kooling.","riedel-kooling.com","https://www.glendimplex.de/index.php/de-de/karriere/jobs"
"ROEMHELD Gruppe","roemheld.de","https://www.roemheld.de/de/unternehmen/karriere/stellenangebote"
"Carl Stahl GmbH","carlstahl.com","https://jobster.homerun.co/"
"Elco","elco-burners.com",""
"FOERSTER | Reformer Tube Inspection","foerstergroup.com","https://www.foerstergroup.de/de/deu/unternehmen/news/pressemitteilung/aktuelle-stellenangebote/"
"Schleifring GmbH","schleifring.de","https://www.schleifring.de/karriere/"
"Weiler Werkzeugmaschinen GmbH","weiler.de",""
"thermofin GmbH","thermofin.de",""
"ELIQUO","eliquowater.com","https://jobs.eliquowater.com/"
"JUDO Wasseraufbereitung GmbH","judo.eu","https://judo.eu/stellenportal/"
"Tsubaki Kabelschlepp GmbH","tsubaki-kabelschlepp.com","https://tsubaki-kabelschlepp.com/de-de/unternehmen/karriere/berufserfahrene/"
"Stahl- und Apparatebau Hans Leffer GmbH & Co. KG","leffer.de","https://k60890.coveto.de/public/jobs/"
"Mink Bürsten,August Mink GmbH & Co. KG","mink-buersten.com",""
"AWK´23","awk-aachen.com",""
"Stromag","stromag.com",""
"SYKATEC","sykatec.de",""
"LUKAS-ERZETT Vereinigte Schleif-  und Fräswerkzeugfabriken GmbH & Co. KG","lukas-erzett.com","https://lukas-erzett.com/de/unternehmen/karriere/"
"RAMPF FORMEN GmbH","rampf.de","https://www.rampf.de/unternehmen/stellenangebote.html"
"Alfred H. Schütte GmbH & Co. KG","schuette.de","https://www.schuette.de/karriere/stellenanzeigen"
"Gontermann-Peipers GmbH","gontermann-peipers.de",""
"KIENER Maschinenbau GmbH","kiener-online.de","https://www.vrades-maschinenbau.com/karriere/"
"botek Präzisionsbohrtechnik GmbH","botek.de","https://www.botek.de/de/karriere/stellenangebote/"
"Schneider-Kreuznach","schneiderkreuznach.com",""
"GROUP SCHUMACHER","groupschumacher.com","https://groupschumacher.com/us/career/"
"Kocher+Beck GmbH + Co. Rotationsstanztechnik KG","kocher-beck.com","https://www.kocher-beck.com/join-us/"
"Komax Testing Germany GmbH","komaxgroup.com","https://jobs.komaxgroup.com/"
"b+m surface systems GmbH","bm-systems.com","https://www.bm-systems.com/de/ausbildung-duales-studium-stellenangebote/karriere-bei-bm-surface-systems/"
"SILOKING Mayer Maschinenbau GmbH","siloking.com","https://www.siloking-karriere.com/jobs/"
"Stengel GmbH","stengel-gmbh.de","https://www.stengel-gmbh.de/karriere/"
"GKD Industrial","gkd-group.com","https://www.gkd-group.com/en/career/jobs-and-application/"
"Fr. Jacob Söhne GmbH & Co. KG","jacob-group.com",""
"Speck Pumpen Walter Speck GmbH & Co. KG","speck.de","https://circutec.de/unternehmen/karriere/stellenangebote-bei-speck"
"Kalenborn","kalenborn.com","https://www.kalenborn.com/de/karriere/stellenangebote/"
"HEMA Maschinen- und Apparateschutz GmbH","hema-group.com","https://www.hema-group.com/aktuelles"
"Viessmann Clean & Cold Solutions","viessmann-cold.com","https://www.google.com/url?q=https://jobs.viessmann-cold.com/l/en/&sa=D&source=calendar&ust=1721027906774667&usg=AOvVaw3p-VTkHjj6nxKfGMn2eZwR"
"DURIT Hartmetall GmbH","durit.de","https://www.durit.com/de/wir-leben-hartmetall#karriere"
"Condair GmbH","condair.de",""
"REMS GmbH & Co KG","rems.de",""
"robatherm France","robatherm.fr","https://www.robatherm.com/fr/entreprise/carrieres/offres-d-emplois"
"VETTER Industrie GmbH Deutschland","gabelzinken.de","https://www.forks.com/de/karriere/arbeiten-bei-vetter/"
"CCP Gruppe","ccpgruppe.de",""
"Veltec Industrial Services","veltec-services.com","https://www.veltec-services.com/de/karriere/offene-stellen"
"Eggersmann Gruppe GmbH & Co. KG","eggersmann-group.com","https://www.eggersmann-group.com/karriere/stellenangebote/"
"ZAHORANSKY - HealthCare Solutions","zahoransky.com","https://www.zahoransky.com/de/jobs"
"Sachsen Guss GmbH","sachsenguss.de","https://www.sachsenguss.de/karriere-berufserfahrene/"
"UNTHA DACH","untha.com","https://www.untha.com/de/karriere/jobs"
"HIWIN France – HIWIN SAS","hiwin.fr","https://www.hiwin.fr/de/karriere-uebersicht/stellenangebote"
"Dietzel Hydraulik","dietzel-hydraulik.de","https://www.dietzel-hydraulik.de/karriere"
"BMP-Stricker Torsysteme GmbH","bmp-stricker.com",""
"Spartherm Feuerungstechnik GmbH","spartherm.com","https://www.spartherm.com/de/unternehmen/karriere-bei-spartherm/"
"EPTA Deutschland","eptarefrigeration.com",""
"HF Press+LipidTech","hf-press-lipidtech.com","https://hf-group.dvinci-hr.com/de/jobs/10089/elektrotechnik-ingenieur-gn-fur-schaltanlagenkonstruktion"
"Kässbohrer Geländefahrzeug AG","kaessbohrerag.com","https://www.kaessbohrerag.com/karriere/stellenangebote"
"Hans Hundegger AG","hundegger.com","https://www.hundegger.com/de-de/unternehmen/karriere"
"Heinrich Georg GmbH","georg.com","https://www.georg.com/de/jobs-karriere/aktuelle-jobs/"
"PBST","pbst.eu","https://www.pbst.eu/locations/production-velka-bites/career"
"LIGNA","ligna.de",""
"IWK Verpackungstechnik GmbH","iwk.de","https://iwk.de/karriere/stellenangebote/"
"STOLL by KARL MAYER","stoll.com","https://www.stoll.com/de/karriere/job-offers/"
"WALDRICH COBURG","waldrich-coburg.de","https://www.waldrich-coburg.de/karriere/#unsere-stellenangebote"
"HEGLA GmbH & Co. KG","hegla.de","https://www.hegla.com/de/karriere/stellenangebote/"
"battenfeld-cincinnati","battenfeld-cincinnati.com","https://www.battenfeld-cincinnati.com/career/working-at-bc"
"Neugart GmbH","neugart.com","https://www.neugart.com/de-de/unternehmen/karriere#offene-stellen"
"GEDA GmbH","geda.de","https://www.geda.de/karriere/offene-stellen/"
"Emco Wheaton","gardnerdenver.com","https://careers.irco.com/?locale=de_DE"
"Doppstadt Group","doppstadt.com","https://www.doppstadt.de/unternehmen/karriere/karriere-detailseite/produktmanagerin-ersatzteile-mwd"
"VOLLMER WERKE Maschinenfabrik GmbH","vollmer-group.com","https://www.vollmer-group.com/de/unternehmen/karriere/stellenangebote"
"EUCHNER GmbH + Co. KG","euchner.de","https://karriere.euchner.de/Jobs/All?CompanyID=1"
"HAINBUCH GMBH SPANNENDE TECHNIK","hainbuch.com","https://hainbuch-karriere.com/"
"AAF International (American Air Filter) Europe & Dinair","aafeurope.com","https://aafeurope.com/career"
"elumatec","elumatec.com","https://elumatec.com/de/stellenangebote"
"SOMIC Packaging","somic-packaging.com","https://career.somic-packaging.com/stellenangebote.html?filter[taetigkeit_id][]=1&filter[taetigkeit_id][]=2&filter[taetigkeit_id][]=3&filter[taetigkeit_id][]=4&filter[taetigkeit_id][]=5&filter[taetigkeit_id][]=6&filter[taetigkeit_id][]=7&filter[taetigkeit_id][]=8"
"KettenWulf","kettenwulf.com","https://www.kettenwulf.com/karriere/stellenangebote"
"PROTEGO | Braunschweiger Flammenfilter GmbH","protego.com","https://jobster.homerun.co/"
"WAFIOS Aktiengesellschaft","wafios.de","https://www.wafios.com/karriere/wafios-als-arbeitgeber"
"Piller Blowers & Compressors GmbH","piller.de","https://www.piller-career.de/job-vacancies/"
"Filtration Group Industrial","filtrationgroup.com","https://careers-filtrationgroupcorp.icims.com/jobs/search?hashed=-435588670&mobile=false&width=1110&height=500&bga=true&needsRedirect=false&jan1offset=-300&jun1offset=-240"
"robatherm","robatherm.com","https://www.robatherm.com/de/unternehmen/karriere/stellenangebote"
"Oskar Frech GmbH + Co. KG","frech.com","https://www.frech.com/de/karriere-bei-frech.html"
"ALPMA Alpenland Maschinenbau GmbH","alpma.com","https://karriere-alpma.de/offene-stellen"
"AZ ARMATUREN - THE PLUG VALVE COMPANY","az-armaturen.de","https://az-armaturen.de/de/unternehmen/karriere/"
"GESIPA","gesipa.com","https://www.gesipa.de/"
"KASTO Maschinenbau GmbH & Co. KG","kasto.com","https://join.com/companies/kasto"
"VERDER SCIENTIFIC","verder-scientific.com","https://www.verder-scientific.com/careers/"
"MIWE Michael Wenz GmbH","miwe.com","https://www.miwe.de/de-de/unternehmen/kernkompetenzen/"
"SPINNER Werkzeugmaschinenfabrik GmbH","eu.com",""
"BOGE Compressors Germany","boge.de","https://karriere.boge.com/"
"VOSS Fluid","voss.net","https://www.voss.net/de/karriere/stellenangebote/"
"PARTZSCH Unternehmensgruppe","partzsch.de","https://de.partzsch.de/unternehmen/karriere/stellenangebote"
"GE Additive,Lichtenfels","colibriumadditive.com",""
"STAHLWILLE Eduard Wille GmbH & Co. KG","stahlwille.com",""
"JOEST group","joest.com","https://www.joest.com/unternehmen/karriere/"
"NEM Balcke-Dürr GmbH","balcke-duerr.com",""
"DESMA Elastomertechnik","desma.biz","https://www.desma.biz/karriere/"
"OTTO JUNKER GmbH","otto-junker.com","https://jobs.otto-junker.com/stellenangebote.html"
"JFY International","jfy-international.com",""
"MS Ultrasonic Technology Group","ms-ultraschall.de","https://www.ms-ultraschall.de/karriere/stellenangebote/"
"RINGFEDER POWER TRANSMISSION","ringfeder.com","https://www.ringfeder.com/career/"
"VETTER Forks","forks.com","https://www.forks.com/de/karriere/arbeiten-bei-vetter/"
"Messer Cutting Systems Europe","messer-cutting.com","https://career.messer-cutting.com/"
"HOMMEL ETAMIC","hommel-etamic.com",""
"Aachener Maschinenbau GmbH","amba.de","https://www.linkedin.com/jobs/search?trk=organization_guest_guest_nav_menu_jobs&position=1&pageNum=0"
"ABEL Pump Technology","abelpumps.com","https://abelpumps.com/karriere/"
"Aconity3D GmbH","aconity3d.com","https://aconity3d.com/jobs/"
"ACSYS Lasertechnik GmbH","acsys.de","https://jobs.acsys.de/de"
"Active Fiber Systems GmbH","afs-jena.de","https://www.afs-jena.de/career/"
"ADVANTEC Unternehmensgruppe","advantec-gmbh.de","https://advantec.company/de/karriere"
"AEL Apparatebau GmbH Leisnig","ael.de","https://www.ael.de/karriere/stellenangebote/"
"AERO-LIFT Vakuumtechnik GmbH","aero-lift.de","https://www.aero-lift.de/jobs-karriere/stellenangebote/"
"AERZEN Deutschland GmbH & Co. KG","aerzen.com","https://www.aerzen.com/career/joining-aerzen"
"A+F Automation + Fördertechnik GmbH","af-gmbh.de","https://af-gmbh.de/de/karriere/offene-vakanzen"
"AFOTEK Anlagen für Oberflächentechnik GmbH","afotek.de","https://afotek.de/jobs/arbeiten-bei-afotek"
"AGTOS GmbH","agtos.de","https://www.agtos.de/karriere/stellenangebote/"
"AIB KUNSTMANN","aib-kunstmann.com","https://www.aib-kunstmann.com/karriere/stellenanzeigen"
"AICON X-RAY GmbH","aiconxray.com",""
"AIRCO Systems","airco-systems.de","https://www.airco-systems.de/jobs"
"AIS EURELO Deutschland GmbH","aiseurelo.de",""
"AIXEMTEC GmbH","aixemtec.com","https://aixemtec.com/career"
"Albert Fezer Maschinenfabrik GmbH","fezer.de",""
"Albert Handtmann Armaturenfabrik GmbH & Co. KG","handtmann.de","https://www.handtmann.de/karriere/spezialseiten/stellenangebote"
"Albert Klopfer GmbH","klopfer-tooling.de","https://klopfer-tooling.de/karriere.php"
"Albrecht Präzision GmbH & Co. KG","albrecht-germany.com",""
"Alexanderwerk","alexanderwerk.com","https://www.alexanderwerk.com/de/karriere/"
"Allgaier Process Technology GmbH","allgaier-pt.com","https://www.jobs-allgaierprocesstechnology.com/offene-stellen/"
"ALLMATIC-Jakob Spannsysteme GmbH","allmatic.de","https://www.allmatic.de/karriere/stellenangebote/"
"Allstein GmbH","allstein.com","https://www.allstein.com/karriere/#jobs"
"ALPHA LASER GmbH","alphalaser.eu","https://karriere.alphalaser.eu/de"
"Alup Kompressoren","alup.com",""
"AMADA Machinery Europe GmbH","amada-machinery.com",""
"AMCM GmbH","amcm.com","https://eosgroup.wd3.myworkdayjobs.com/de-DE/amcm"
"amixon GmbH","amixon.com","https://www.amixon.com/de/karriere/stellenangebote-bei-amixon"
"AM Logistic Solutions","amlogisticsolutions.de","https://am-logistic-solutions.workwise.io/jobsuche?search_id=194155037&id=91468&page=1"
"A. Monforts Textilmaschinen GmbH & Co. KG","monforts.com",""
"AMOVA GmbH","amova.eu","https://www.amova.eu/en/career/vacancies"
"AMPHOS GmbH","amphos.de","https://www.amphos.de/#career"
"AMR GmbH","august-mueller.com","https://august-mueller.com/karriere/"
"analyticon instruments gmbh","analyticon.eu","https://www.analyticon.eu/de/karriere.html"
"Anlagenbau Günther GmbH","albg.eu","https://www.albg.eu/karriere/stellenangebote.html"
"ANT Applied New Technologies AG","ant-ag.com","https://ant-ag.com/stellenanzeigen"
"Anthon GmbH","anthon.de","https://www.anthon.de/stellenangebote/"
"Antriebstechnik Saftig GmbH","saftig.gmbh","https://saftig.gmbh/karriere"
"API Metrology Europe GmbH","apimetrology.com","https://jobapplication.hrworks.de/de?companyId=o75cc50"
"API Schmidt-Bretten GmbH & Co. KG","apischmidt-bretten.de","https://jobapplication.hrworks.de/de?companyId=abff321f"
"Apollo Gößnitz GmbH","apollo-goessnitz.de","https://www.apollo-goessnitz.de/karriere"
"Apostore","apostore.com","https://www.knapp.com/karriere/jobs/"
"ARISTO Cutting Solutions GmbH","aristo.de","https://www.aristo.de/de/karriere/"
"ARJES IMPAKTOR GmbH","arjes-impaktor.de","https://arjes-impaktor.de/stellenangebote/"
"ARJES - Recycling Innovation","arjes.de",""
"ARNO WERKZEUGE","arno.de","https://www.arno.de/karriere/stellenmarkt"
"ARNTZ GmbH + Co. KG","arntz.de","https://www.arntz.de/offene-stellen/"
"AS-Motor","as-motor.com",""
"ASS Maschinenbau GmbH","ass-automation.com","https://ass-automation.com/de/karriere/stellenangebote.html"
"AS Tech Industrie- und Spannhydraulik GmbH","astech-hydraulik.com","https://www.astech-hydraulik.com/aktuelles/karriere/"
"ATL Anlagentechnik GmbH","atl-luhden.de","https://atl-luhden.de/karriere/"
"Atlantic Zeiser","atlanticzeiser.com","https://www.coesia.com/en/career-opportunities"
"ATROTECH Automation GmbH","atrotech.de","https://atrotech.de/karriere/#search-filter-form-73"
"ATV Technologie GmbH","atv-tech.com","https://www.atv-tech.com/career/jobs/"
"Ätztechnik Herz GmbH & Co.KG","aetztechnik-herz.de","https://www.aetztechnik-herz.de/karriere/stellenangebote/"
"August Blecher GmbH & Co. KG","blecher.com",""
"August Friedberg GmbH","august-friedberg.com","https://www.august-friedberg.com/de/stellen/"
"August Mössner GmbH + Co. KG","moessner-kg.de","https://www.moessner-kg.de/unternehmen/karriere/"
"August Wenzler Maschinenbau GmbH","august-wenzler.de","https://august-wenzler.de/de/stellenbeschreibung/initiative-zeigen-und-jetzt-bewerben.html"
"AUMA Drives GmbH","auma-drives.com","https://auma-drives.com/unternehmen/karriere/"
"AUMÜLLER AUMATIC GmbH","aumueller-gmbh.de","https://www.aumueller-gmbh.de/karriere/aktuelle-jobangebote/"
"Automatic-Systeme Dreher GmbH","dreher.de","https://www.dreher.de/de-de/karriere/stellen"
"AVAMO - Actuators And Controls","avamo.eu","https://www.avamo.eu/jobs"
"AVANTEC Zerspantechnik GmbH","avantec.de","https://www.avantec.de/unternehmen/karriere/"
"AVENTUS GmbH & Co. KG","aventus.global","https://www.aventus.global/de/karriere/"
"AViTEQ Vibrationtechnik GmbH","aviteq.com","https://www.aviteq.com/unternehmen/karriere/berufserfahrene/"
"AWG Fittings GmbH","awg-fittings.com","https://awg-fittings.com/de/bei-awg-bewerben"
"AxFlow Germany","axflow.com","https://www.axflow.com/about/career"
"AXOOM GmbH","trumpf.com","https://www.trumpf.com/de_DE/karriere/stellenangebote/"
"Baader Planetarium","baader-planetarium.de","https://www.baader-planetarium.com/jobs"
"Badische Stahl-Engineering","bse-kehl.de","https://karriere.bsw-kehl.de/Vacancies/Register/1"
"Baier GmbH + CO KG Maschinenfabrik","baier-praegetechnik.de","https://www.baier-praegetechnik.de/karriere/stellenangebote/"
"BANG Kransysteme","bangkran.de","https://www.bangkran.de/de/karriere"
"Bareiss Prüfgerätebau GmbH","bareiss.de","https://bareiss.de/de/unternehmen/jobs"
"Barradas GmbH","barradas.de","https://barradas.de/karriere/"
"BASS GmbH","bass-tools.com","https://www.bass-tools.com/de/karriere/offene-stellen"
"BAUER MAT Slurry Handling Systems","bauer-mat.de","https://www.bauer-mat.de/en/careers"
"Baumer Inspection GmbH","baumerinspection.com",""
"BAVARIA Brandschutz Industrie GmbH & Co. KG","bwml.ink","https://bayerwaldmedia.de/stellenangebote/auszubildender-mediengestalter-in-digital-und-print-gestaltung-und-technik-m-w-d/"
"bavius technologie","bavius-technologie.com","https://www.bavius-technologie.com/unternehmen/karriere/#offenestellen"
"b+b Automations- und Steuerungstechnik GmbH","bb-automation.com","https://www.bb-automation.com/aktuelle-stellenausschreibungen"
"BB Engineering GmbH","bbeng.de","https://bbeng.de/offene-stellen/"
"BBM Maschinenbau und Vertriebs GmbH","bbm-germany.de","https://bbm-germany.de/karriere"
"BBULL Technology","bbull.com","https://www.linkedin.com/jobs/search?trk=organization_guest_guest_nav_menu_jobs&position=1&pageNum=0"
"BBW Lasertechnik","bbw-lasertechnik.de","https://www.bbw-lasertechnik.de/karriere/"
"BDS Maschinen GmbH - Germany","bds-maschinen-gmbh.de",""
"beam GmbH","dampfsauger-beam.de","https://www.dampfsauger-beam.de/de/unternehmen#karriere"
"BECOMIX - A. Berents GmbH & Co. KG","becomix.de","https://becomix.de/Karriere"
"Beinlich Pumpen GmbH","beinlich-pumps.com","https://www.beinlich-pumps.com/de/unternehmensgruppe.html"
"Berg & Co. GmbH Spanntechnik","berg-spanntechnik.de","https://www.berg-spanntechnik.de/de/unternehmen/karriere.php"
"Berger Gruppe","bergergruppe.de",""
"BERGHOFF Group - pure performance | absolute precision","berghoff.eu","https://berghoff.softgarden.io/de/vacancies"
"Berky GmbH","berky.de","https://www.berky.de/karriere/stellenangebote/"
"Bernd Siegmund GmbH","siegmund.com","https://www.siegmund.com/de/Unternehmen/Wir-als-Unternehmen/Karriere#Stellenangebote"
"BETA Maschinenbau GmbH & Co. KG","beta-mb.de","https://beta-mb.de/de/jobs.html"
"Bezner Anlagen- und Maschinenbau GmbH","bezner.com",""
"bielomatik GmbH","bielomatik.com","https://www.bielomatik.com/en/career.html"
"BigRep - Large-Format 3D Printers","bigrep.com","https://bigrep.com/company/jobs/#Opening-Pos"
"BKG Bunse-Aufzüge GmbH","lifts.de",""
"Blema","blema.de","https://www.blema.de/unternehmen/stellenangebote-maschinenbau/"
"BLIS Kugelgewindetriebe GmbH","blis.de","https://blis.de/jobs/"
"BLOHM JUNG","blohmjung.com",""
"Böhmer Technical Solutions GmbH & Co. KG","kranlaufrad.de","https://www.teichmanngruppe.de/karriere/"
"BOKELA GmbH","bokela.com","https://www.bokela.com/de/karriere"
"BOMAFA Armaturen GmbH","bomafa.de","https://www.bomafa.de/unternehmen/karriere"
"Bopp & Reuther Messtechnik GmbH","bopp-reuther.de","https://www.bopp-reuther.com/de/karriere/"
"Bornemann Gewindetechnik GmbH & Co. KG","bornemann.de",""
"BORSIG ZM Compression GmbH","borsig.de","https://www.borsig.de/jobs-karriere/stellenangebote"
"Boschert GmbH","boschert.de","https://boschert.de/index.php/de/unternehmen/stellenangebote"
